"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.517999833E0,4.266046882E-1,-3.343933821E-1,-1.049671769E0
1.527961833E0,3.212526143E-1,-4.522053301E-1,-1.044910669E0
1.537922833E0,2.256349921E-1,-5.157219768E-1,-1.033061981E0
1.547884833E0,1.336773485E-1,-5.834087729E-1,-1.010824084E0
1.557846833E0,4.694537818E-2,-6.228365898E-1,-9.752743840E-1
1.567807833E0,-7.073874772E-2,-6.078994870E-1,-9.036788940E-1
1.577769833E0,-2.931209505E-1,-4.324563146E-1,-7.806144953E-1
1.587731833E0,-5.871875882E-1,-7.930887491E-2,-6.126158237E-1
1.597692833E0,-8.256169558E-1,2.874235809E-1,-4.573412836E-1
1.607654833E0,-9.482949972E-1,5.732146502E-1,-3.604360521E-1
1.617617375E0,-9.641653299E-1,7.522573471E-1,-3.185274899E-1
1.627578375E0,-9.376742244E-1,7.951171398E-1,-2.885605693E-1
1.637540375E0,-8.951651454E-1,7.421655059E-1,-2.499694824E-1
1.647502375E0,-8.315443993E-1,6.380087733E-1,-2.009525895E-1
1.657463375E0,-7.615426779E-1,5.203916430E-1,-1.362590939E-1
1.667425375E0,-7.081407905E-1,3.895606697E-1,-6.313988566E-2
1.677387375E0,-6.948103309E-1,2.761768401E-1,1.494586654E-2
1.687348375E0,-7.596719861E-1,2.122886181E-1,6.969237328E-2
1.697310375E0,-9.483188987E-1,2.534807622E-1,1.208865866E-1
1.707272375E0,-1.199993134E0,3.883176148E-1,1.602097005E-1
1.717233375E0,-1.345350385E0,5.350918770E-1,1.454150379E-1
1.727195375E0,-1.429950833E0,7.741864324E-1,1.020685434E-1
1.737157375E0,-1.964589477E0,1.604742527E0,1.010253876E-1
1.747118375E0,-3.858343124E0,3.930392742E0,1.856047213E-1
1.757080375E0,-5.253367901E0,4.904197693E0,2.551121414E-1
1.767042375E0,-5.070625305E0,3.770084620E0,5.538908243E-1
1.777003375E0,-1.649270535E0,1.637099266E0,1.041550994E0
1.786965375E0,5.981413722E-1,-1.252885461E0,2.096483231E0
1.796927375E0,2.681352496E-1,-4.202402592E0,3.508493900E0
1.806889375E0,-8.229573071E-2,-5.498075485E0,3.892850161E0
1.816850375E0,-8.648666739E-1,-4.420110703E0,2.965445518E0
1.826812375E0,-2.385055542E0,-1.169523358E0,1.567021132E0
1.836774375E0,-2.262154579E0,4.497594833E-1,5.091208816E-1
1.846735375E0,-1.196111441E0,1.088271618E0,-1.522036940E-1
1.856697375E0,5.841502547E-1,7.453137040E-1,-3.286959231E-1
1.866659375E0,1.409462452E0,2.301284373E-1,-1.458588894E-2
1.876620375E0,1.403023720E0,3.118118346E-1,1.640179455E-1
1.886582375E0,1.155100584E0,7.169569135E-1,1.084009558E-2
1.896544375E0,1.187918425E0,9.633262157E-1,-1.833687872E-1
1.906505375E0,1.670605898E0,9.218432307E-1,-2.541567087E-1
1.916467375E0,2.176395416E0,7.615704536E-1,-2.262723446E-1
1.926429375E0,2.251330137E0,3.628758490E-1,-2.087254971E-1
1.936390375E0,2.035249710E0,-3.040015101E-1,-2.681512833E-1
1.946352375E0,1.847942114E0,-6.739287972E-1,-3.695523739E-1
1.956314375E0,1.898144841E0,-8.501771092E-1,-4.417003393E-1
1.966275375E0,2.011648893E0,-1.008568525E0,-5.544438362E-1
1.976237375E0,1.940720201E0,-8.358649611E-1,-6.232151985E-1
1.986199375E0,1.746964216E0,-9.177833796E-1,-6.356596947E-1
1.996160375E0,1.595177054E0,-9.043836594E-1,-6.355419755E-1
2.006122375E0,1.511442065E0,-6.396258473E-1,-6.338621378E-1
2.016084375E0,1.431610346E0,-3.163183630E-1,-5.881934762E-1
2.026045375E0,1.355393887E0,2.815156057E-2,-5.065956712E-1
2.036007375E0,1.253294349E0,3.538854420E-1,-4.396038353E-1
2.045969375E0,1.094398737E0,6.318617463E-1,-4.165168107E-1
2.055930375E0,8.863457441E-1,8.369203210E-1,-4.361608326E-1
2.065892375E0,6.432532668E-1,9.560191035E-1,-5.039723516E-1
2.075854375E0,4.308972955E-1,8.994112015E-1,-5.810314417E-1
2.085815375E0,3.152981699E-1,6.601215005E-1,-6.601916552E-1
2.095777375E0,3.227097392E-1,3.351545930E-1,-7.216464877E-1
2.105739375E0,3.951193094E-1,1.980284229E-2,-7.538623810E-1
2.115700375E0,4.099544585E-1,-2.814574242E-1,-7.336372733E-1
2.125662375E0,3.137908876E-1,-4.953463376E-1,-6.792090535E-1
2.135624375E0,4.629261792E-2,-4.216582775E-1,-6.323030591E-1
2.145585375E0,-3.959438205E-1,4.725521803E-2,-6.191472411E-1
2.155547375E0,-7.607281208E-1,4.752550423E-1,-5.873667002E-1
2.165509375E0,-9.136062264E-1,6.035019755E-1,-5.057690144E-1
2.175470375E0,-8.840539455E-1,4.545175731E-1,-3.770880103E-1
2.185432375E0,-7.550646067E-1,1.439107209E-1,-2.363835275E-1
2.195394375E0,-5.901765823E-1,-1.696695685E-1,-1.127460152E-1
2.205355375E0,-4.498878121E-1,-3.806817830E-1,-2.249032259E-4
2.215317375E0,-3.396153748E-1,-4.801380634E-1,9.143844247E-2
2.225279375E0,-2.548216581E-1,-5.129517913E-1,1.533972919E-1
2.235240375E0,-1.889707595E-1,-5.174746513E-1,1.893957704E-1
2.245202375E0,-1.403872520E-1,-5.110446215E-1,2.027984560E-1
2.255164375E0,-9.940519929E-2,-5.013065338E-1,2.060624212E-1
2.265125375E0,-6.674128026E-2,-4.986198545E-1,1.974344105E-1
2.275087375E0,-5.150613934E-2,-4.951159358E-1,1.880179942E-1
2.285049375E0,-2.740188241E-1,-3.284255564E-1,2.046698928E-1
2.295011375E0,-1.416759372E0,5.468308926E-1,3.086697757E-1
2.304972375E0,-2.767547846E0,1.669885874E0,2.541614473E-1
2.314934375E0,-3.874580383E0,2.886946201E0,2.049197257E-2
2.324896375E0,-3.702868700E0,2.610927343E0,-1.728748381E-1
2.334857375E0,-2.277315617E0,1.029481888E0,1.523852795E-1
2.344819375E0,-7.369683981E-1,-8.936468363E-1,8.869248629E-1
2.354781375E0,1.563873589E-1,-2.572530031E0,1.826725125E0
2.364742375E0,4.016800523E-1,-3.620460749E0,2.698729992E0
2.374704375E0,-8.850269914E-1,-2.797302485E0,3.091781616E0
2.384666375E0,-2.114882469E0,-1.268878222E0,2.447142839E0
2.394627375E0,-1.930918455E0,-3.371777534E-1,1.228636503E0
2.404589375E0,-1.685154915E0,4.961230159E-1,1.656834036E-1
2.414551375E0,-1.053146958E0,3.015154302E-1,-2.529298365E-1
2.424512375E0,-1.921960562E-1,-6.124590635E-1,-2.136258781E-1
2.434474375E0,4.298858643E-1,-9.676701427E-1,-1.156804189E-1
2.444436375E0,7.941700816E-1,-1.756357998E-1,-2.398575395E-1
2.454397375E0,1.141191959E0,6.631462574E-1,-4.909842908E-1
2.464359375E0,1.543759704E0,6.185718775E-1,-5.622864962E-1
2.474321375E0,1.575944185E0,-2.227436304E-1,-6.156367660E-1
2.484282375E0,7.676775455E-1,-2.004324913E0,-9.328854084E-1
2.494244375E0,7.043350339E-1,-2.284642458E0,-7.241492271E-1
2.504206375E0,1.381409645E0,-1.826148391E0,-5.661673546E-1
2.514167375E0,1.980561495E0,-9.138274193E-1,-4.902270436E-1
2.524129375E0,2.211770296E0,-7.040441036E-2,-4.460135698E-1
2.534091375E0,2.199782372E0,5.178330541E-1,-4.190155268E-1
2.544052375E0,2.057928562E0,9.057641029E-1,-4.198128283E-1
2.554014375E0,1.867881536E0,1.125368953E0,-4.235401750E-1
2.563976375E0,1.687439680E0,1.236292720E0,-5.134248137E-1
2.573937375E0,1.530335546E0,1.210257649E0,-6.787700653E-1
2.583899375E0,1.410793424E0,1.056728244E0,-8.614259362E-1
2.593861375E0,1.315492272E0,8.131563067E-1,-1.056747794E0
2.603822375E0,1.220759273E0,5.788377523E-1,-1.253306866E0
2.613784375E0,1.126503348E0,4.037900865E-1,-1.449192762E0
2.623745833E0,1.052983761E0,2.773134708E-1,-1.619340658E0
2.633706833E0,1.012006521E0,1.903186589E-1,-1.781581283E0
2.643668833E0,9.449033141E-1,1.337622106E-1,-1.950088024E0
2.653630833E0,7.955548167E-1,1.891048253E-1,-2.075843334E0
2.663591833E0,6.032405496E-1,3.314657211E-1,-2.130214930E0
2.673553833E0,3.996477723E-1,4.626197517E-1,-2.107648134E0
2.683515833E0,2.115904689E-1,6.196151376E-1,-2.004176378E0
2.693476833E0,8.053365350E-2,8.388739824E-1,-1.827302814E0
2.703438833E0,-1.461757347E-2,1.077189922E0,-1.583939075E0
2.713400833E0,-1.644315720E-1,1.295383692E0,-1.298504949E0
