"Time (s)","X (m/s2)","Y (m/s2)","Z (m/s2)"
3.894679375E0,-5.295986938E-1,4.306544495E-1,5.774990845E-1
3.904640375E0,-5.837860107E-1,3.730242920E-1,3.787124634E-1
3.914602375E0,-6.770420837E-1,3.191363525E-1,1.212478638E-1
3.924564375E0,-7.417076111E-1,3.004252625E-1,-5.688171387E-1
3.934526375E0,-1.494641876E0,4.695735168E-1,-3.202889557E0
3.944487375E0,-2.160606995E0,4.790039062E-1,-5.050497437E0
3.954449375E0,-1.882335663E0,2.893482971E-1,-5.529201965E0
3.964411375E0,-7.789801025E-1,7.634124756E-2,-5.552104340E0
3.974372375E0,3.514691162E-1,9.086105347E-2,-4.725523224E0
3.984334375E0,7.051835632E-1,1.827699280E-1,-2.869532776E0
3.994296375E0,4.773573303E-1,1.136137390E-1,1.772314453E-1
4.004257375E0,5.400769043E-1,-6.810836792E-2,1.572030945E0
4.014219375E0,7.467970276E-1,-8.966354370E-2,1.727258148E0
4.024181375E0,7.741900635E-1,-1.676513672E-2,1.724414063E0
4.034142375E0,8.431965637E-1,-6.002517700E-2,1.562899933E0
4.044104375E0,7.411088562E-1,-1.095721436E-1,1.333277435E0
4.054066375E0,5.593867493E-1,-1.854643250E-1,1.019230499E0
4.064028375E0,4.806504822E-1,-3.406915283E-1,8.174501038E-1
4.073989375E0,3.448828125E-1,-5.035528564E-1,6.689588928E-1
4.083951375E0,3.149450684E-1,-7.620652771E-1,3.062631226E-1
4.093913375E0,2.604583740E-2,-3.345542908E0,-9.257199554E0
4.103874375E0,8.628057861E-1,-1.004755600E1,-1.526271103E1
4.113836542E0,1.474134521E0,-1.602642288E1,-5.080285492E0
4.123798542E0,-1.997595978E0,-1.931927536E1,-1.320104828E0
4.133759542E0,-3.652105408E0,-2.157493469E1,1.601669312E-2
4.143721542E0,-2.068847809E0,-2.096495316E1,-2.239343262E-1
4.153683542E0,-2.284249878E-1,-1.917707108E1,-2.452799377E0
4.163645542E0,1.311871948E0,-1.984692810E1,-9.861941986E0
4.173606542E0,1.992356873E0,-2.129411865E1,-1.754591309E1
4.183568542E0,6.667135620E-1,-2.264535873E1,-1.394215714E1
4.193530542E0,2.314187622E-1,-2.153451874E1,-9.603878632E0
4.203491542E0,1.049467621E0,-1.723695557E1,-4.368365936E0
4.213453542E0,1.093027039E0,-1.311812073E1,-2.844834137E0
4.223415542E0,7.602690125E-1,-1.024409729E1,-5.875132599E0
4.233376542E0,2.869532776E-1,-8.666378174E0,-7.173382874E0
4.243338542E0,-2.270777893E-1,-9.524543610E0,-4.663252716E0
4.253300542E0,1.079405365E0,-1.205937241E1,-5.676495667E0
4.263261542E0,2.091151428E0,-1.517559219E1,-9.493558044E0
4.273223542E0,1.787882080E0,-1.739532623E1,-9.399104462E0
4.283185542E0,5.025050354E-1,-1.776385986E1,-6.390061798E0
4.293147542E0,-8.195457458E-1,-1.699745361E1,-5.364993439E0
4.303108542E0,-1.258433075E0,-1.610426102E1,-5.693859558E0
4.313070542E0,-1.250050507E0,-1.592373642E1,-5.655239868E0
4.323032542E0,-1.084045715E0,-1.634181702E1,-4.442162476E0
4.332993542E0,-7.005432129E-1,-1.651605469E1,-4.093537445E0
4.342955542E0,-2.357597351E-1,-1.604887619E1,-4.602928162E0
4.352917542E0,5.553451538E-2,-1.522169632E1,-4.510270844E0
4.362878542E0,3.070115662E-1,-1.477023514E1,-3.987557831E0
4.372840542E0,6.738986206E-1,-1.476050537E1,-3.567231903E0
4.382802542E0,9.213340759E-1,-1.504236923E1,-4.331542511E0
4.392763542E0,8.199948120E-1,-1.569845490E1,-4.695884857E0
4.402725542E0,5.792953491E-1,-1.673085800E1,-4.668791199E0
4.412687542E0,6.700067139E-1,-1.780981430E1,-5.382357330E0
4.422649542E0,8.810678101E-1,-1.871318573E1,-5.067711639E0
4.432610542E0,1.322649536E0,-1.915865936E1,-5.303621063E0
4.442572542E0,1.092278595E0,-1.859193787E1,-5.374124451E0
4.452534542E0,5.578898621E-1,-1.663864975E1,-4.662653961E0
4.462495542E0,6.433621216E-1,-1.397778305E1,-4.314927063E0
4.472457542E0,8.116122437E-1,-1.125284958E1,-4.215384064E0
4.482419542E0,1.214873657E0,-8.679550781E0,-4.020040283E0
4.492380542E0,1.554966431E0,-6.274651794E0,-4.094285889E0
4.502342542E0,1.405427399E0,-4.140839081E0,-3.573967896E0
4.512304542E0,1.030606842E0,-2.573598175E0,-2.422412567E0
4.522265542E0,5.689668274E-1,-1.276545410E0,-1.425186310E0
4.532227542E0,-5.104385376E-2,-3.650907898E-1,-6.083349609E-1
4.542189542E0,-5.292993164E-1,1.642085266E-1,5.373825073E-2
4.552151542E0,-8.089178467E-1,3.638932800E-1,4.707710266E-1
4.562112542E0,-9.758207703E-1,3.695814514E-1,5.393284607E-1
4.572074542E0,-1.072819061E0,3.475772095E-1,4.700225830E-1
4.582036542E0,-1.186432800E0,3.460803223E-1,4.763095093E-1
4.591997542E0,-1.248254242E0,3.444337463E-1,3.778143311E-1
4.601959542E0,-1.149459686E0,3.480262756E-1,3.652404785E-2
4.611921542E0,-1.058898010E0,3.095562744E-1,-3.390449524E-1
4.621882542E0,-1.137783966E0,3.065625000E-1,-1.110839996E0
4.631844542E0,-1.924547882E0,6.503974915E-1,-4.418212280E0
4.641806542E0,-1.834435272E0,8.649014282E-1,-5.153782654E0
4.651767542E0,-4.028123474E-1,8.740324402E-1,-4.394112396E0
4.661729542E0,1.001567230E0,8.270301819E-1,-3.608396301E0
4.671691542E0,1.323697357E0,8.090675354E-1,-1.715732117E0
4.681653542E0,8.370593262E-1,7.288343811E-1,2.342628479E-1
4.691614542E0,2.733316040E-1,3.998185730E-1,8.866062927E-1
4.701576542E0,4.146377563E-2,5.164260864E-2,9.416917419E-1
4.711538542E0,4.595443726E-2,4.849914551E-2,1.169218597E0
4.721499542E0,3.188369751E-2,1.225950623E-1,1.376986542E0
4.731461542E0,-1.766326904E-2,4.640350342E-2,1.218765564E0
4.741423542E0,-8.098159790E-2,-1.875599670E-1,7.798782349E-1
4.751384542E0,-1.317260742E-1,-3.619473267E-1,4.716691589E-1
4.761346542E0,-1.585203552E-1,-3.911366272E-1,2.480342102E-1
4.771308542E0,-1.689985657E-1,-5.703140259E-1,-5.643264771E-1
4.781270542E0,-4.423301697E-1,-2.093845825E0,-6.774761810E0
4.791231542E0,-9.521699524E-1,-4.031117249E0,-6.942562866E0
4.801193542E0,-5.754034424E-1,-5.463638306E0,8.406518555E-1
4.811155542E0,5.890251160E-1,-9.773775330E0,8.285270691E-1
4.821116542E0,-3.438349915E-1,-1.790591446E1,-4.559817810E0
4.831078542E0,-4.120631104E0,-2.558719116E1,-1.121063736E1
4.841040542E0,-4.314178619E0,-3.084680374E1,-1.055994049E1
4.851001542E0,-1.817520447E0,-2.822545486E1,-5.894292755E0
4.860963542E0,9.181906128E-1,-2.224000168E1,-5.210364990E0
4.870925542E0,2.550546112E0,-1.896930313E1,-7.997419281E0
4.880886542E0,2.510728912E0,-1.631517242E1,-9.135652313E0
4.890848542E0,1.285227356E0,-1.491917542E1,-7.398963776E0
4.900810542E0,3.975732422E-1,-1.458028015E1,-6.794371033E0
4.910772542E0,-6.719526672E-1,-1.379501312E1,-6.444548492E0
4.920733542E0,-1.244961090E0,-1.226519440E1,-4.803960114E0
4.930695542E0,-1.202449493E0,-1.055425232E1,-3.545527039E0
4.940657542E0,-1.719624023E0,-9.485325165E0,-5.005890198E0
4.950618542E0,-2.213297424E0,-9.798773346E0,-9.040749664E0
4.960580542E0,-1.118174744E0,-1.084854034E1,-9.389075317E0
4.970542542E0,-1.049317932E-1,-1.147498764E1,-6.759493561E0
4.980503542E0,-3.200344849E-1,-1.185729263E1,-5.722599792E0
4.990465542E0,-8.542735291E-1,-1.240230927E1,-6.584357758E0
5.000427542E0,-6.794371033E-1,-1.319565948E1,-8.254734192E0
5.010389542E0,-8.577163696E-2,-1.415022446E1,-8.729397125E0
5.020350542E0,3.118016052E-1,-1.496752487E1,-8.108638000E0
5.030312542E0,4.429289246E-1,-1.544278656E1,-6.948400726E0
5.040274542E0,4.110452271E-1,-1.573542801E1,-6.481671295E0
5.050235542E0,1.225950623E-1,-1.583377350E1,-6.809938660E0
5.060197542E0,4.535568237E-2,-1.589409805E1,-7.186705170E0
5.070159542E0,1.155596924E-1,-1.588945770E1,-6.487209778E0
5.080120542E0,-7.469467163E-2,-1.579799789E1,-6.640790405E0
5.090082542E0,-6.234535217E-1,-1.584485046E1,-6.629114685E0
5.100044542E0,-1.149160309E0,-1.600007767E1,-5.798641663E0
5.110005542E0,-1.689985657E0,-1.634376297E1,-5.525310059E0
5.119967375E0,-2.097138977E0,-1.671289536E1,-4.857848053E0
5.129929375E0,-2.249971161E0,-1.695718735E1,-5.043162689E0
5.139891375E0,-2.214045868E0,-1.708038116E1,-4.565955048E0
5.149852375E0,-1.700463867E0,-1.702140381E1,-4.287983093E0
5.159814375E0,-1.216370544E0,-1.675929886E1,-4.007915497E0
5.169776375E0,-9.192384338E-1,-1.610830261E1,-3.773952026E0
5.179737375E0,-8.039781189E-1,-1.504192017E1,-3.796105957E0
5.189699375E0,-7.539820862E-1,-1.370789429E1,-3.038381653E0
5.199661375E0,-5.146298218E-1,-1.185519699E1,-2.425556030E0
5.209622375E0,-2.097138977E-1,-9.671687622E0,-2.332299957E0
5.219584375E0,2.152523804E-1,-7.607629852E0,-2.381547546E0
5.229546375E0,6.869215393E-1,-5.712271271E0,-2.783461761E0
5.239508375E0,1.096469879E0,-4.263883209E0,-3.197500763E0
5.249469375E0,1.156944122E0,-3.156036987E0,-3.212170258E0
5.259431375E0,8.893006897E-1,-2.164648590E0,-2.814297638E0
5.269393375E0,5.821394348E-1,-1.252445526E0,-2.454595642E0
5.279354375E0,4.092489624E-1,-4.730163574E-1,-2.080673218E0
5.289316375E0,6.390211487E-1,2.725831604E-1,-1.784289551E0
5.299278375E0,6.530918884E-1,6.677613831E-1,-1.247206421E0
5.309239375E0,2.731819153E-1,5.574407959E-1,-2.398013306E-1
5.319201375E0,-1.541793823E-1,2.764750671E-1,6.300398254E-1
5.329163375E0,-3.553610229E-1,1.657054138E-1,6.580316162E-1
5.339124375E0,-3.885919189E-1,1.685494995E-1,2.362088013E-1
5.349086375E0,-3.583547974E-1,2.406994629E-1,-3.014730835E-1
5.359048375E0,-2.001338196E-1,7.568261719E-1,-2.572849731E0
5.369010375E0,-7.379653931E-2,1.234033813E0,-4.102668457E0
5.378971375E0,-4.287084961E-1,1.272653503E0,-2.714455261E0
5.388933375E0,-8.719367981E-1,9.867480469E-1,-6.252497864E-1
5.398895375E0,-6.486012268E-1,-7.888595581E-2,5.177732849E-1
5.408856375E0,-1.725910950E-1,-7.038363647E-1,7.500901794E-1
5.418818375E0,3.013233948E-1,-5.499563599E-1,1.024768982E0
5.428780375E0,3.809577942E-1,-3.847000122E-1,8.556207275E-1
5.438741375E0,2.279759216E-1,-2.799179077E-1,5.484594727E-1
5.448703375E0,1.169068909E-1,-1.853146362E-1,3.719764709E-1
5.458665375E0,7.170089722E-2,-1.904040527E-1,2.511776733E-1
5.468627375E0,7.768844604E-2,-2.658471680E-1,1.999841309E-1
5.478588375E0,1.043330383E-1,-3.456312561E-1,1.531315613E-1
5.488550375E0,1.889071655E-1,-4.772076416E-1,1.704954529E-1
5.498512375E0,4.016148376E-1,-9.801617432E-1,-7.861651611E-1
5.508473375E0,2.090702362E0,-5.160967712E0,-1.730790802E1
5.518435375E0,2.910846863E0,-9.485624542E0,-1.501377869E1
5.528397375E0,4.739144897E-1,-9.215286713E0,4.712649994E0
5.538358375E0,-1.094374237E0,-1.163575333E1,4.723726959E0
5.548320375E0,-1.305435333E0,-1.664658325E1,-3.881428528E-1
5.558282375E0,-1.062340851E0,-2.152987839E1,-2.208657074E0
5.568244375E0,-9.524693298E-1,-2.001368134E1,4.978646851E-1
5.578205375E0,-7.090754700E-1,-1.653716080E1,-5.924679565E-1
5.588167375E0,-2.074685669E-1,-1.542916489E1,-5.017416229E0
5.598129375E0,2.328408051E0,-1.258897110E1,-5.155429230E0
5.608090375E0,3.918701019E0,-1.131497040E1,-1.857038269E0
5.618052375E0,2.925366669E0,-1.398481842E1,-3.806135101E0
5.628014375E0,8.943901062E-1,-1.751687347E1,-2.017833893E1
5.637975375E0,-8.583151245E-1,-2.125998962E1,-2.990151947E1
5.647937375E0,1.547182617E0,-2.064776276E1,-1.265737885E1
5.657899375E0,2.735860748E0,-1.483774475E1,3.176394653E0
5.667861375E0,1.270857239E-1,-9.898765411E0,3.954177246E0
5.677822375E0,-2.749332733E0,-7.750283203E0,-2.605481873E0
5.687784375E0,-4.173321533E0,-7.396269379E0,-1.028047165E1
5.697746375E0,-4.478686523E0,-1.070483917E1,-5.964796143E0
5.707707375E0,-2.825075226E0,-1.567675003E1,-2.311942291E0
5.717669375E0,7.993377686E-1,-1.893352753E1,-5.052593079E0
5.727631375E0,4.189637604E0,-2.066153412E1,-8.137078857E0
5.737592375E0,6.364015961E0,-1.930146240E1,-9.746082916E0
5.747554375E0,5.727689209E0,-1.539234146E1,-7.991731110E0
5.757516375E0,4.142934723E0,-1.152213959E1,-5.652844849E0
5.767477375E0,3.216810608E0,-9.829609222E0,-6.237828369E0
5.777439375E0,1.810185699E0,-1.101200043E1,-7.038812714E0
5.787401375E0,-3.972738647E-1,-1.382554962E1,-6.825506287E0
5.797363375E0,-2.598895569E0,-1.680570236E1,-6.755002899E0
5.807324375E0,-3.223845978E0,-1.873638748E1,-6.073170776E0
5.817286375E0,-2.693798218E0,-1.969768845E1,-7.982151031E0
5.827248375E0,-1.186133423E0,-1.933140015E1,-7.719896393E0
5.837209375E0,1.417552185E-1,-1.815320023E1,-4.919070740E0
5.847171375E0,6.493496704E-1,-1.763003815E1,-4.477489014E0
5.857133375E0,1.381028137E0,-1.744158005E1,-5.141358490E0
5.867094375E0,1.899998932E0,-1.707319611E1,-5.515430603E0
5.877056375E0,1.725611572E0,-1.669313644E1,-4.975054321E0
5.887018375E0,1.343605957E0,-1.594125000E1,-4.419110413E0
5.896980375E0,1.013991394E0,-1.475287125E1,-4.254003754E0
5.906941375E0,3.926335144E-1,-1.342153976E1,-4.132007446E0
5.916903375E0,-4.882846069E-1,-1.206865311E1,-3.618874512E0
5.926865375E0,-9.846524048E-1,-1.050605255E1,-2.869383087E0
5.936826375E0,-1.027912445E0,-8.713230743E0,-2.364483032E0
5.946788375E0,-8.529263306E-1,-6.730304260E0,-2.389481049E0
5.956750375E0,-4.498146057E-1,-4.857997742E0,-2.676434326E0
5.966711375E0,1.619631958E-1,-3.572620697E0,-2.870879974E0
5.976673375E0,5.565426636E-1,-2.690954132E0,-2.700833588E0
5.986635375E0,5.834866333E-1,-1.792522430E0,-1.694326630E0
5.996597375E0,4.257147217E-1,-1.180295563E0,-6.056405640E-1
6.006558375E0,2.865042114E-1,-6.724017334E-1,-1.631607056E-2
6.016520375E0,1.387614441E-1,-3.071612549E-1,1.655557251E-1
6.026482375E0,1.242416382E-1,-3.906875610E-2,1.681004333E-1
6.036443375E0,1.273851013E-1,9.265731812E-2,2.013313293E-1
6.046405375E0,1.836680603E-1,1.978884888E-1,2.448907471E-1
6.056367375E0,1.345701599E-1,2.610571289E-1,3.037184143E-1
6.066328375E0,7.484436035E-3,2.863545227E-1,2.588117981E-1
6.076290375E0,7.948471069E-2,3.839515686E-1,-4.156855774E-1
6.086252375E0,5.328918457E-1,7.125183105E-1,-1.821112976E0
6.096214375E0,7.708969116E-1,9.351054382E-1,-2.538870392E0
6.106175375E0,6.450086975E-1,9.181906128E-1,-2.029779053E0
6.116137625E0,3.541635132E-1,8.666976929E-1,-1.153950348E0
6.126099625E0,-3.689826965E-1,6.707551575E-1,-1.728904724E-1
6.136060625E0,-7.511380005E-1,2.745291138E-1,7.548802185E-1
6.146022625E0,-3.809577942E-1,3.787124634E-2,1.212628326E0
6.155984625E0,-5.255570984E-1,-1.317260742E-2,8.496331787E-1
6.165945625E0,-5.861810303E-1,4.790039062E-3,5.501060486E-1
6.175907625E0,-4.772076416E-1,-3.338058472E-2,4.273612976E-1
6.185869625E0,-3.891906738E-1,-6.795867920E-2,3.347039795E-1
6.195831625E0,-3.393443298E-1,-9.565109253E-2,1.681004333E-1
6.205792625E0,-2.085163879E-1,-2.519261169E-1,4.520599365E-2
6.215754625E0,-1.339714050E-1,-4.459226990E-1,-6.303392029E-1
6.225716625E0,-5.592370605E-1,-2.218237152E0,-9.226064301E0
6.235677625E0,1.951940918E-1,-5.775140533E0,-1.847009125E1
6.245639625E0,1.748064880E0,-7.403454437E0,-7.007378082E0
6.255601625E0,8.797206116E-1,-6.513405304E0,6.041287079E0
6.265562625E0,-5.264552307E-1,-9.851912842E0,7.804470520E0
6.275524625E0,2.284249878E-1,-1.703352859E1,4.980143738E0
6.285486625E0,1.286424866E0,-2.422637100E1,-3.844006348E0
6.295448625E0,6.213578796E-1,-2.563973190E1,-1.434706512E1
6.305409625E0,-4.334985352E-1,-1.772958115E1,-1.065783691E1
6.315371625E0,-1.327738953E0,-1.378782806E1,-6.308481445E0
6.325333625E0,-1.534608765E0,-1.025607239E1,-3.946243744E0
6.335294625E0,-9.895921326E-1,-1.083192490E1,-2.373464355E0
6.345256625E0,-8.213420105E-1,-1.526735138E1,-8.868457947E0
6.355218625E0,-4.984634399E-1,-2.030093399E1,-2.256243118E1
6.365179625E0,2.025737457E0,-2.134950348E1,-1.487367004E1
6.375141625E0,2.922073517E0,-1.794124100E1,-1.942510529E0
6.385103625E0,9.663903809E-1,-1.316766769E1,4.933740234E-1
6.395065625E0,-1.628613281E0,-1.070498886E1,-3.816463623E0
6.405026625E0,-3.214565277E0,-9.470505981E0,-1.082054855E1
6.414988625E0,-2.986289978E0,-1.039198975E1,-9.333540802E0
6.424950625E0,-2.251767426E0,-1.361972763E1,-6.386618958E0
6.434911625E0,-1.026565247E0,-1.637549698E1,-6.374494171E0
6.444873625E0,-8.384065247E-1,-1.805171127E1,-6.942113800E0
6.454835625E0,-1.178050232E-1,-1.788750275E1,-7.535479889E0
6.464796625E0,1.944606171E0,-1.612132553E1,-7.409591675E0
6.474758625E0,3.190914459E0,-1.460243408E1,-6.448290710E0
6.484720625E0,3.459006958E0,-1.400787048E1,-5.516029358E0
6.494682625E0,3.056793365E0,-1.464075439E1,-6.109096069E0
6.504643625E0,2.109712830E0,-1.609019028E1,-7.801177368E0
6.514605625E0,9.250762939E-1,-1.748244507E1,-7.598349152E0
6.524567625E0,2.683918762E-1,-1.822385330E1,-6.283483429E0
6.534528625E0,2.456391907E-1,-1.819196960E1,-6.543343048E0
6.544490625E0,6.673123169E-1,-1.761387177E1,-6.623576202E0
6.554452625E0,6.771917725E-1,-1.684507050E1,-5.215304718E0
6.564413625E0,6.738986206E-1,-1.629167130E1,-5.297932892E0
6.574375625E0,6.251000977E-1,-1.627909744E1,-5.400619354E0
6.584337625E0,1.966909790E-1,-1.661110703E1,-3.470682678E0
6.594299625E0,1.490899658E-1,-1.677426773E1,-2.650687866E0
6.604260625E0,1.522334290E-1,-1.664643356E1,-2.200124817E0
6.614222625E0,2.170486450E-1,-1.600322113E1,-2.041005707E0
6.624184625E0,3.128494263E-1,-1.467383560E1,-2.630629578E0
6.634145625E0,5.869294739E-1,-1.315614166E1,-3.531156921E0
6.644107625E0,9.291178894E-1,-1.124925705E1,-3.909719696E0
6.654069625E0,1.609303436E0,-8.962761841E0,-3.530109100E0
6.664030625E0,1.991458740E0,-6.778354340E0,-3.156186676E0
6.673992625E0,2.102378082E0,-4.903503113E0,-3.599864044E0
6.683954625E0,2.129022675E0,-3.175346832E0,-3.541186066E0
6.693916625E0,1.872456207E0,-1.800455933E0,-3.254532166E0
6.703877625E0,1.486858063E0,-7.271878052E-1,-3.036286011E0
6.713839625E0,1.107397156E0,5.523513794E-2,-2.396666107E0
6.723801625E0,7.839198303E-1,4.652325439E-1,-1.433119812E0
6.733762625E0,5.676196289E-1,5.489085388E-1,-5.715115356E-1
6.743724625E0,5.373825073E-1,6.189628601E-1,-5.715115356E-1
6.753686625E0,4.733157349E-1,8.211923218E-1,-1.142873383E0
6.763647625E0,1.616638184E-1,1.003962250E0,-1.172811127E0
6.773609625E0,-2.977308655E-1,1.095571747E0,-8.354127502E-1
6.783571625E0,-7.396119690E-1,1.125958557E0,-6.971003723E-1
6.793533625E0,-1.486708374E0,1.057999878E0,-7.093748474E-1
6.803494625E0,-2.125430145E0,7.361691284E-1,-8.050259399E-1
6.813456625E0,-2.107018433E0,2.222877502E-1,-1.101259918E0
6.823418625E0,-1.922452240E0,-3.186872864E-1,-1.376088409E0
6.833379625E0,-1.844913483E0,-6.298901367E-1,-8.650511169E-1
6.843341625E0,-1.601519623E0,-7.774832153E-1,3.155438232E-1
6.853303625E0,-1.147513733E0,-7.244934082E-1,9.759704590E-1
6.863264625E0,-7.958949280E-1,-6.068380737E-1,1.071771240E0
6.873226625E0,-5.483097839E-1,-5.397775269E-1,7.420069885E-1
6.883188625E0,-2.683918762E-1,-4.613406372E-1,4.575984192E-1
6.893150625E0,-1.857637024E-1,-4.087998962E-1,2.320175171E-1
6.903111625E0,-3.832031250E-2,-3.236270142E-1,1.062789917E-2
6.913073625E0,5.523513794E-2,-2.766247559E-1,-2.338137817E-1
6.923035625E0,3.293151855E-1,-2.718347168E-1,-4.098028107E0
6.932996625E0,2.296674042E0,-9.297166443E-1,-1.437939789E1
6.942958625E0,3.677552490E0,-2.095043335E0,-1.082264420E1
6.952920625E0,2.124532013E0,-2.571053467E0,-1.416504364E0
6.962882625E0,7.589218140E-1,-2.914888458E0,2.541714478E0
6.972843625E0,-2.540217590E-1,-3.959266663E0,4.167034607E0
6.982805625E0,-1.333127747E0,-5.347479858E0,3.630101166E0
6.992767625E0,-2.233505402E0,-8.634793854E0,2.522704010E0
7.002728625E0,-2.565365295E0,-1.397389114E1,7.622149658E-1
7.012690625E0,-5.063670044E0,-2.222817627E1,-1.292621979E1
7.022652625E0,-7.588918762E0,-3.214295837E1,-3.064966370E1
7.032613625E0,-2.747386780E0,-3.722803391E1,-2.618444916E1
7.042575625E0,3.081492004E0,-3.102762772E1,-3.230432281E0
7.052537625E0,2.121687927E0,-1.973286530E1,8.645870819E0
7.062499625E0,-3.094065857E-1,-1.279254776E1,5.756130066E0
7.072460625E0,2.965333557E-1,-8.679850159E0,3.067271576E0
7.082422625E0,-3.137475586E-1,-7.281158752E0,6.270460510E-1
7.092384625E0,1.293909302E0,-6.632707214E0,-1.384006943E1
7.102345625E0,4.597689056E0,-1.177032349E1,-2.482991592E1
7.112307625E0,6.193370819E0,-1.688683365E1,-2.849773865E0
7.122268792E0,5.398523712E0,-1.750070709E1,1.111438751E0
7.132229792E0,1.971101074E0,-1.660332321E1,-5.513035583E0
7.142191792E0,-2.245779877E0,-1.498458939E1,-1.502500534E1
7.152153792E0,-2.822081451E0,-1.416339706E1,-1.120749390E1
7.162115792E0,-2.208507385E0,-1.455857529E1,-4.133504333E0
7.172076792E0,-3.549718323E0,-1.520538025E1,-5.906866608E0
7.182038792E0,-5.012775879E0,-1.596849335E1,-8.979077911E0
7.192000792E0,-4.476441193E0,-1.605785751E1,-7.147786102E0
7.201961792E0,-2.608475647E0,-1.600456833E1,-5.167853394E0
7.211923792E0,-7.159611511E-1,-1.615680176E1,-7.317084045E0
7.221885792E0,1.259929962E0,-1.637100632E1,-7.318131866E0
7.231846792E0,2.340083771E0,-1.671948166E1,-6.908882904E0
7.241808792E0,2.996768188E0,-1.718666016E1,-7.651937714E0
7.251770792E0,2.886597290E0,-1.762075745E1,-6.910978546E0
7.261732792E0,2.298021240E0,-1.802626419E1,-6.656507721E0
7.271693792E0,1.286574554E0,-1.830932556E1,-5.839806061E0
7.281655792E0,3.255729675E-1,-1.839614502E1,-4.518803101E0
7.291617792E0,-1.570234680E-1,-1.852861954E1,-3.188220062E0
7.301578792E0,-1.384620667E-1,-1.830363739E1,-2.933749237E0
7.311540792E0,-6.855743408E-2,-1.770727753E1,-2.893632660E0
7.321502792E0,-2.776725769E-1,-1.669433395E1,-2.884202271E0
7.331463792E0,-4.632865906E-1,-1.479074249E1,-3.635489960E0
7.341425792E0,-2.418969727E-1,-1.250694168E1,-4.716541901E0
7.351387792E0,5.734574890E-1,-1.010758118E1,-5.433101807E0
7.361349792E0,1.098864899E0,-8.381370850E0,-4.838687897E0
7.371310792E0,1.496288452E0,-7.002737732E0,-4.305496674E0
7.381272792E0,1.532513123E0,-5.283413086E0,-3.633094940E0
7.391234792E0,1.016985168E0,-3.566184082E0,-3.048859863E0
7.401195792E0,1.835183716E-1,-2.518961792E0,-1.955982513E0
7.411157792E0,-1.731898499E-1,-1.440155182E0,-8.226892090E-1
7.421119792E0,1.957928467E-1,-1.974394226E-1,-7.851173401E-1
7.431081792E0,8.114625549E-1,7.577243042E-1,-2.264640656E0
7.441042792E0,1.533860321E0,1.479373627E0,-5.027595062E0
7.451004792E0,1.748813324E0,1.550176392E0,-5.641468506E0
7.460966792E0,1.225351868E0,1.036145325E0,-4.286486206E0
7.470927792E0,-9.939331055E-2,3.857478333E-1,-3.171454926E0
7.480889792E0,-2.013912048E0,-7.499404907E-2,-2.541864166E0
7.490851792E0,-3.642076263E0,-3.236270142E-1,-1.983375549E0
7.500812792E0,-4.256398773E0,-2.971321106E-1,-1.947001190E0
7.510774792E0,-3.082539825E0,-3.802093506E-1,-3.230282593E-1
7.520736792E0,-1.357676697E0,-5.825885010E-1,1.452130280E0
7.530698792E0,-7.017407227E-1,-6.033952332E-1,1.093326416E0
7.540659792E0,-1.866618347E-1,-4.785548401E-1,7.149133301E-1
7.550621792E0,2.005828857E-1,-2.995271301E-1,6.559359741E-1
7.560583792E0,3.227288818E-1,-1.384620667E-1,5.044509888E-1
7.570544792E0,4.083508301E-1,-1.736389160E-2,4.087998962E-1
7.580506792E0,5.068460083E-1,6.556365967E-2,3.963757324E-1
7.590468792E0,6.730004883E-1,6.691085815E-2,4.613406372E-1
7.600430792E0,9.756710815E-1,-7.065307617E-2,6.417155457E-1
7.610391792E0,1.119671631E0,-3.188369751E-1,8.354127502E-1
7.620353792E0,1.203048248E0,-4.689747620E-1,8.680448914E-1
7.630315792E0,1.258882141E0,-6.274951172E-1,8.240364075E-1
7.640276792E0,1.273551636E0,-8.032296753E-1,8.307723999E-1
7.650238792E0,1.178050232E0,-9.848020935E-1,1.017733612E0
7.660200792E0,1.090781708E0,-1.187480621E0,1.250050507E0
7.670161792E0,1.154998169E0,-1.390009460E0,1.596579895E0
7.680123792E0,1.256786499E0,-1.685045929E0,1.881736908E0
7.690085792E0,1.081650696E0,-2.439477081E0,1.397344208E0
7.700047792E0,1.280886383E0,-4.649631042E0,-3.812721405E0
7.710008792E0,1.314416656E0,-1.148187332E1,-1.626352982E1
7.719970792E0,1.027164001E0,-1.799438049E1,-1.325882812E1
7.729932792E0,1.108744354E0,-1.988599686E1,2.396965485E0
7.739893792E0,-1.823208618E-1,-2.079296082E1,9.831405487E0
7.749855792E0,-5.918692017E-1,-2.202070770E1,6.141279144E0
7.759817792E0,-1.430275726E0,-2.062066910E1,-1.099448685E1
7.769779792E0,-3.598965912E0,-1.605815689E1,-1.338501572E1
7.779740792E0,-1.919608154E0,-1.206865311E1,3.915856934E-1
7.789702792E0,-3.065026245E0,-1.116228790E1,-3.378324738E0
7.799664792E0,-5.400319977E0,-1.530462387E1,-2.504621613E1
7.809625792E0,-3.456911316E0,-2.187521027E1,-3.549284225E1
7.819587792E0,2.352208557E0,-2.312451233E1,-9.466913452E0
7.829549792E0,6.918762360E0,-1.924742477E1,2.938539276E0
7.839510792E0,3.557801514E0,-1.642908554E1,2.058219910E-1
