"Time (s)","X (m/s2)","Y (m/s2)","Z (m/s2)"
1.182419900E1,9.536668396E-1,3.260220337E-1,-5.677693176E-1
1.183416000E1,4.444258118E-1,4.010160828E-1,7.972421265E-1
1.184412200E1,-1.309776306E-1,4.390370178E-1,1.558858337E0
1.185408400E1,-4.656816101E-1,4.403842163E-1,1.617087250E0
1.186404600E1,-6.592291260E-1,4.346960449E-1,1.233884125E0
1.187400700E1,-8.168513489E-1,4.282594299E-1,7.649093628E-1
1.188396900E1,-8.599617004E-1,4.463717651E-1,2.155517578E-1
1.189393100E1,-1.371148682E0,6.105802917E-1,-5.253475342E0
1.190389300E1,-1.231040039E0,9.901908875E-1,-1.326571381E1
1.191385400E1,-1.372645569E-1,1.020877075E0,-9.635612640E0
1.192381600E1,-6.976991272E-1,1.701960754E-1,-3.881428528E0
1.193377800E1,-9.289682007E-1,-8.487350464E-1,8.414002991E-1
1.194373900E1,-3.402424622E-1,-1.245410156E0,2.245929565E0
1.195370100E1,-1.396595764E-1,-9.367520142E-1,2.517614594E0
1.196366300E1,-3.149450684E-1,-5.682183838E-1,2.081271973E0
1.197362500E1,-2.044747925E-1,-2.974314880E-1,1.517993317E0
1.198358600E1,9.774673462E-2,-1.739382935E-1,7.912545776E-1
1.199354800E1,2.468367004E-1,-7.095245361E-2,4.595443726E-1
1.200351000E1,2.939886475E-1,1.571731567E-2,5.999523926E-1
1.201347200E1,4.405339050E-1,-4.191284180E-3,8.261320496E-1
1.202343300E1,6.213578796E-1,-1.172062683E-1,9.729766846E-1
1.203339500E1,6.697073364E-1,-2.517764282E-1,1.039588165E0
1.204335700E1,7.192543030E-1,-3.074606323E-1,1.069076843E0
1.205331800E1,8.184979248E-1,-3.558100891E-1,1.102307739E0
1.206328000E1,8.915460205E-1,-4.132905579E-1,1.118623810E0
1.207324200E1,1.055754547E0,-5.751040649E-1,1.181493073E0
1.208320400E1,3.709286499E0,-1.545835419E0,-7.694898376E0
1.209316500E1,8.006699982E0,-4.621489563E0,-1.766087402E1
1.210312700E1,2.240241394E0,-5.291196899E0,1.230141907E0
1.211308900E1,-8.463400269E-1,-7.081174622E0,4.618495789E0
1.212305062E1,-1.471739502E0,-1.006641678E1,-3.487747192E-1
1.213301163E1,-2.111359406E0,-1.654314835E1,-1.039139099E1
1.214297362E1,-1.406624908E0,-2.278861084E1,-1.012554382E1
1.215293563E1,1.583257599E0,-2.353720413E1,-5.706882477E0
1.216289762E1,2.692900085E0,-2.015079620E1,-6.266568604E0
1.217285863E1,4.228706360E-1,-1.654913589E1,-9.765093384E0
1.218282062E1,-8.566685486E-1,-1.454285797E1,-7.957452393E0
1.219278263E1,2.139051819E-1,-1.453881638E1,-8.131989441E0
1.220274362E1,1.530118103E0,-1.578093338E1,-1.124207199E1
1.221270563E1,2.929857330E0,-1.621772507E1,-1.038869659E1
1.222266762E1,3.280727692E0,-1.421593781E1,-7.599696350E0
1.223262963E1,2.089055786E0,-1.338351883E1,-9.153165894E0
1.224259062E1,2.726580048E0,-1.395952103E1,-1.212313980E1
1.225255263E1,4.014950867E0,-1.507081009E1,-1.248164429E1
1.226251462E1,3.419339447E0,-1.670825500E1,-1.135568573E1
1.227247663E1,2.470013580E0,-1.767180130E1,-1.015488281E1
1.228243762E1,2.137255554E0,-1.753768021E1,-9.006470947E0
1.229239963E1,2.196382599E0,-1.691287949E1,-8.809181213E0
1.230236162E1,2.621648254E0,-1.590188187E1,-7.995772705E0
1.231232363E1,3.566034393E0,-1.502201157E1,-7.101083221E0
1.232228462E1,4.804259491E0,-1.458087891E1,-7.142247620E0
1.233224663E1,5.326822815E0,-1.440454559E1,-7.572303314E0
1.234220862E1,4.899311829E0,-1.469958206E1,-8.159382477E0
1.235216963E1,4.103716278E0,-1.530507294E1,-8.678502960E0
1.236213162E1,3.197800140E0,-1.589784027E1,-8.767567749E0
1.237209363E1,2.226769409E0,-1.651216278E1,-8.465196533E0
1.238205562E1,1.469344482E0,-1.705373657E1,-7.966733093E0
1.239201663E1,1.065334625E0,-1.770622971E1,-8.775201874E0
1.240197862E1,9.544152832E-1,-1.817804855E1,-7.854167175E0
1.241194063E1,1.094673615E0,-1.814481766E1,-7.165449371E0
1.242190262E1,1.510957947E0,-1.792282928E1,-7.576494598E0
1.243186363E1,1.772913208E0,-1.762405060E1,-7.856412506E0
1.244182562E1,1.634301453E0,-1.722468109E1,-7.487729187E0
1.245178763E1,1.444645844E0,-1.638717270E1,-6.202651520E0
1.246174862E1,1.362317047E0,-1.489507553E1,-5.878575439E0
1.247171063E1,1.146465912E0,-1.300615356E1,-5.594017181E0
1.248167262E1,8.403524780E-1,-1.098894836E1,-4.551884308E0
1.249163463E1,7.306306458E-1,-8.922196198E0,-3.105442200E0
1.250159562E1,8.789721680E-1,-7.022945709E0,-1.934127960E0
1.251155763E1,1.030307465E0,-5.196743317E0,-1.452130280E0
1.252151962E1,1.304088135E0,-3.457210693E0,-1.160985718E0
1.253148163E1,1.356928253E0,-2.132166138E0,-8.629554749E-1
1.254144262E1,1.217717743E0,-1.084794159E0,-1.056353302E0
1.255140463E1,1.391506348E0,5.957611084E-2,-2.103725281E0
1.256136662E1,1.286873932E0,9.684860229E-1,-2.863395538E0
1.257132863E1,8.496331787E-1,1.397793274E0,-2.733465729E0
1.258128962E1,3.010240173E-1,1.340163116E0,-2.035467224E0
1.259125163E1,-1.960922241E-2,1.093775482E0,-1.337169342E0
1.260121362E1,-2.152523804E-1,7.593708801E-1,-7.852670288E-1
1.261117563E1,-3.109034729E-1,4.080514526E-1,1.182540894E-2
1.262113662E1,-5.632786560E-1,-2.844085693E-3,5.387297058E-1
1.263109863E1,-7.873626709E-1,-2.155517578E-1,4.767585754E-1
1.264106062E1,-7.771838379E-1,-3.505709839E-1,-1.688488770E-1
1.265102163E1,-1.535057831E0,-4.999603271E-1,-3.493285675E0
1.266098362E1,-1.869911499E0,-5.159770203E-1,-6.722221069E0
1.267094563E1,-4.626878357E-1,-4.712200928E-1,-5.860762482E0
1.268090762E1,2.896476746E-1,-6.596781921E-1,-4.134252777E0
1.269086863E1,2.113604736E-1,-9.065148926E-1,-2.262095947E0
1.270083062E1,3.629951477E-1,-9.851014709E-1,-7.691006470E-1
1.271079263E1,7.846682739E-1,-7.725434875E-1,1.311273193E-1
1.272075462E1,8.363108826E-1,-5.507048035E-1,9.163943481E-1
1.273071563E1,5.783972168E-1,-4.628375244E-1,1.298100586E0
1.274067762E1,4.113446045E-1,-5.583389282E-1,1.175206146E0
1.275063963E1,4.393363953E-1,-6.080355835E-1,8.708889771E-1
1.276060162E1,5.379812622E-1,-5.394781494E-1,7.327262878E-1
1.277056263E1,7.315287781E-1,-3.876937866E-1,6.679110718E-1
1.278052462E1,8.943901062E-1,-2.152523804E-1,8.041278076E-1
1.279048663E1,8.093669128E-1,-7.424560547E-2,1.177750854E0
1.280044862E1,6.237528992E-1,-8.681945801E-3,1.572180634E0
1.281040963E1,4.492158508E-1,-1.032852173E-2,1.848056946E0
1.282037162E1,3.844006348E-1,-2.802172852E-1,1.710193634E0
1.283033363E1,6.062393188E-1,-1.220561829E0,3.336561584E-1
1.284029462E1,7.761360168E-1,-3.365451508E0,-4.715045013E0
1.285025663E1,8.475375366E-1,-7.124135284E0,-6.999594269E0
1.286021862E1,1.052311707E0,-1.278910492E1,-7.536078644E0
1.287018063E1,2.315385132E0,-2.036904236E1,-1.143726608E1
1.288014162E1,4.649181976E0,-2.673440552E1,-1.134176468E1
1.289010363E1,5.729186096E0,-2.859159348E1,-2.371069336E0
1.290006562E1,4.725523224E0,-2.426050003E1,1.628613281E-1
1.291002763E1,2.365081787E0,-1.520538025E1,-4.523892517E0
1.291998862E1,9.669891357E-1,-1.023855881E1,-7.583230591E0
1.292995063E1,1.407073975E-1,-9.028325500E0,-6.001918945E0
1.293991262E1,1.930535431E0,-1.011416748E1,-5.634882202E0
1.294987463E1,4.333338776E0,-1.307231598E1,-8.940757599E0
1.295983562E1,5.468727722E0,-1.571731567E1,-1.188708069E1
1.296979763E1,4.328848114E0,-1.887425079E1,-1.337857910E1
1.297975962E1,2.649789734E0,-2.078248260E1,-1.358769424E1
1.298972163E1,1.488205261E0,-2.062515976E1,-1.148621429E1
1.299968262E1,4.358935547E-1,-1.829166229E1,-7.574997711E0
1.300964463E1,-1.893861694E0,-1.582149902E1,-6.854396210E0
1.301960662E1,-2.657274170E0,-1.428898590E1,-7.423512726E0
1.302956763E1,-1.690135345E0,-1.303803726E1,-7.597301331E0
1.303952962E1,1.403331757E0,-1.136825958E1,-6.707401886E0
1.304949163E1,4.441114655E0,-1.087952591E1,-5.930816803E0
1.305945362E1,5.945935364E0,-1.203302719E1,-7.181316376E0
1.306941463E1,6.411167908E0,-1.330328568E1,-8.693022766E0
1.307937662E1,6.150859222E0,-1.446516953E1,-8.715027008E0
1.308933863E1,5.315296783E0,-1.541314819E1,-9.089248810E0
1.309930062E1,3.739523621E0,-1.663790131E1,-9.244476013E0
1.310926163E1,2.024839325E0,-1.795231796E1,-9.171727295E0
1.311922362E1,6.036946106E-1,-1.906600204E1,-8.049960022E0
1.312918588E1,2.200424194E-2,-1.965442841E1,-8.106242981E0
1.313914788E1,-2.971321106E-1,-1.968571335E1,-8.108338623E0
1.314910888E1,-6.310876465E-1,-1.904025558E1,-6.892716522E0
1.315907088E1,-4.996609497E-1,-1.785951096E1,-6.413263550E0
1.316903288E1,-6.408174133E-1,-1.693353653E1,-6.070177002E0
1.317899488E1,-8.957373047E-1,-1.621368347E1,-5.179379425E0
1.318895588E1,-6.195616150E-1,-1.549936890E1,-5.554499359E0
1.319891788E1,-5.957611084E-2,-1.495480133E1,-5.484145660E0
1.320887988E1,2.405497742E-1,-1.430934357E1,-4.574487305E0
1.321884088E1,2.526745605E-1,-1.287053558E1,-4.002227325E0
1.322880288E1,2.659968567E-1,-1.070783295E1,-3.663781128E0
1.323876488E1,9.654922485E-2,-8.287516022E0,-3.254232788E0
1.324872688E1,1.392105103E-1,-6.254294128E0,-2.948718109E0
1.325868788E1,7.406597900E-1,-4.527335358E0,-3.095862122E0
1.326864988E1,1.190474396E0,-3.390299835E0,-3.340752869E0
1.327861188E1,1.184935913E0,-2.698139191E0,-3.254532166E0
1.328857388E1,1.203347626E0,-1.946552124E0,-3.042273560E0
1.329853488E1,1.403331757E0,-1.189127197E0,-2.706970825E0
1.330849688E1,1.707648926E0,-3.719764709E-1,-2.173480225E0
1.331845888E1,1.795366516E0,5.942642212E-2,-9.074130249E-1
1.332842088E1,1.566941528E0,9.400451660E-2,3.453318787E-1
1.333838188E1,1.084195404E0,6.870712280E-2,7.387138367E-1
1.334834388E1,7.316784668E-1,1.601669312E-1,7.041357422E-1
1.335830588E1,5.858816528E-1,2.228865051E-1,4.022135925E-1
1.336826788E1,4.626878357E-1,2.609074402E-1,1.526824951E-1
1.337822888E1,7.280859375E-1,5.346881104E-1,-1.241518250E0
1.338819088E1,1.489103394E0,1.048419800E0,-3.502117310E0
1.339815288E1,8.535250854E-1,8.488847351E-1,-2.132016449E0
1.340811488E1,1.945953369E-2,5.912704468E-1,-9.939331055E-2
1.341807588E1,-1.311273193E-1,4.308041382E-1,9.029223633E-1
1.342803788E1,-6.107299805E-2,1.583706665E-1,1.113235016E0
1.343799988E1,-2.110610962E-2,6.990463257E-2,8.128097534E-1
1.344796188E1,5.328918457E-2,1.468446350E-1,7.060816956E-1
1.345792288E1,3.457809448E-1,9.834548950E-2,6.849755859E-1
1.346788488E1,4.980143738E-1,-6.960525513E-2,6.035449219E-1
1.347784688E1,3.793112183E-1,-2.694396973E-1,5.457650757E-1
1.348780888E1,2.359094238E-1,-4.677772522E-1,5.270539856E-1
1.349776988E1,2.136058044E-1,-6.580316162E-1,5.860313416E-1
1.350773188E1,2.502795410E-1,-7.990383911E-1,6.491999817E-1
1.351769388E1,3.144960022E-1,-9.246272278E-1,7.990383911E-1
1.352765588E1,3.784130859E-1,-1.056353302E0,9.852511597E-1
1.353761688E1,3.677851868E-1,-1.159638519E0,1.148561554E0
1.354757888E1,2.688409424E-1,-1.363364868E0,1.173110504E0
1.355754088E1,-1.332229614E-1,-1.732347565E0,-1.036295013E0
1.356750188E1,2.231858826E-1,-4.543202362E0,-1.582763626E1
1.357746388E1,2.960094452E0,-8.014034729E0,-1.679746948E1
1.358742588E1,1.508712616E0,-8.511899414E0,-1.149609375E-1
1.359738788E1,-1.832040253E0,-9.290729828E0,9.615704041E0
1.360734888E1,-1.771116943E0,-1.270303391E1,5.895340576E0
1.361731088E1,-1.341510315E0,-1.615979553E1,-1.748214569E0
1.362727288E1,-3.685336304E-1,-2.200933136E1,-1.462638428E1
1.363723488E1,2.529140625E0,-2.150428162E1,-1.596235611E1
1.364719588E1,3.139421539E0,-1.840722198E1,-1.047641418E1
1.365715788E1,1.547332306E0,-1.625844040E1,-7.271878052E0
1.366711988E1,1.622476044E0,-1.519041138E1,-4.088597717E0
1.367708188E1,2.334395599E0,-1.701975723E1,-4.776417389E0
1.368704288E1,3.289409637E0,-2.103979752E1,-1.423419983E1
1.369700488E1,5.497168579E0,-2.157089310E1,-1.613479752E1
1.370696688E1,5.658083954E0,-1.852248230E1,-7.518714752E0
1.371692888E1,2.569706268E0,-1.496108826E1,-5.608986053E0
1.372688988E1,3.245251465E-1,-1.365161133E1,-9.129066010E0
1.373685188E1,3.092718658E0,-1.205862396E1,-9.070537720E0
1.374681388E1,5.378914490E0,-1.128443390E1,-8.199049988E0
1.375677588E1,4.603377228E0,-1.248852997E1,-8.053702240E0
1.376673688E1,3.217409363E0,-1.437805069E1,-9.412576447E0
1.377669888E1,2.048789520E0,-1.603660172E1,-8.362360382E0
1.378666088E1,9.208850098E-1,-1.676184357E1,-6.779551849E0
1.379662288E1,4.252656555E-1,-1.715806961E1,-7.576195221E0
1.380658388E1,3.826043701E-1,-1.772568924E1,-7.803273010E0
1.381654588E1,5.201683044E-1,-1.798285446E1,-7.174131317E0
1.382650788E1,6.276448059E-1,-1.803449707E1,-7.711364136E0
1.383646988E1,5.924679565E-1,-1.829764984E1,-7.181765442E0
1.384643088E1,7.973918152E-1,-1.849568802E1,-6.487958221E0
1.385639288E1,1.007854156E0,-1.849089798E1,-6.567143555E0
1.386635488E1,1.434317322E0,-1.819271805E1,-6.769672394E0
1.387631588E1,2.225122833E0,-1.764425858E1,-7.081024933E0
1.388627788E1,2.788251801E0,-1.709430222E1,-6.536157990E0
1.389623988E1,3.278033295E0,-1.652159317E1,-5.864205322E0
1.390620188E1,3.361409912E0,-1.613779129E1,-5.310955811E0
1.391616288E1,3.078647919E0,-1.558514053E1,-4.791835327E0
1.392612488E1,2.391277313E0,-1.434107758E1,-3.894002380E0
1.393608688E1,2.204914856E0,-1.250245102E1,-3.520379333E0
1.394604888E1,1.968406677E0,-1.022269180E1,-3.221750336E0
1.395600988E1,1.810634766E0,-8.107889557E0,-2.813100128E0
1.396597188E1,1.597777405E0,-6.043831787E0,-2.576142883E0
1.397593388E1,1.760039978E0,-4.208049316E0,-2.307601318E0
1.398589588E1,2.145039368E0,-2.871029663E0,-2.245330811E0
1.399585688E1,2.246528320E0,-1.930834808E0,-2.612816620E0
1.400581888E1,1.807640991E0,-1.258732452E0,-2.483635254E0
1.401578088E1,1.481918335E0,-7.580236816E-1,-1.565893707E0
1.402574288E1,1.195563812E0,-4.399351501E-1,-6.809339905E-1
1.403570388E1,8.334667969E-1,-1.673519897E-1,-5.927673340E-2
1.404566588E1,6.146218872E-1,9.894424438E-2,3.930825806E-1
1.405562788E1,5.105882263E-1,2.495310974E-1,4.583468628E-1
1.406558988E1,2.715353394E-1,3.399430847E-1,3.200344849E-1
1.407555088E1,-1.148112488E-1,3.653901672E-1,-1.802252197E-1
1.408551288E1,-5.776487732E-1,3.851490784E-1,-1.373992767E0
1.409547488E1,-1.476230164E0,3.164419556E-1,-3.706292725E0
1.410543688E1,-2.108215942E0,5.149291992E-2,-5.279521179E0
1.411539788E1,-1.732646942E0,-2.091151428E-1,-5.661227417E0
1.412535992E1,-6.345304871E-1,-3.959266663E-1,-4.854255524E0
1.413532192E1,-1.164578247E-1,-6.168672180E-1,-3.134631500E0
1.414528392E1,-3.236270142E-1,-7.855664063E-1,-7.685018921E-1
1.415524492E1,-1.481918335E-2,-7.036866760E-1,2.455044708E0
1.416520692E1,4.773573303E-1,-4.559518433E-1,3.299738159E0
1.417516892E1,3.119512939E-1,-3.570075989E-1,2.296524353E0
1.418513092E1,3.571572876E-1,-3.782633972E-1,1.937121735E0
1.419509192E1,5.501060486E-1,-2.475851440E-1,1.787582703E0
1.420505392E1,6.116281128E-1,-1.089733887E-1,1.457369385E0
1.421501592E1,6.375242615E-1,-1.357676697E-1,1.160686340E0
1.422497792E1,6.059399414E-1,-1.324745178E-1,9.234297180E-1
1.423493892E1,5.774990845E-1,-1.407073975E-1,6.809339905E-1
1.424490092E1,5.351371765E-1,-1.818717957E-1,4.992118835E-1
1.425486292E1,4.456233215E-1,-2.628533936E-1,1.377136230E-2
1.426482492E1,-1.618584137E0,-1.771416321E0,-1.084120560E1
1.427478592E1,-2.617307281E0,-4.141587524E0,-1.174098450E1
1.428474792E1,9.475296021E-2,-3.946094055E0,-8.961863708E-1
1.429470992E1,1.052461395E0,-4.011508026E0,1.866169281E0
1.430467192E1,8.512797546E-1,-5.840255127E0,-3.321592712E-1
1.431463292E1,2.969674530E0,-1.211086533E1,-1.460827194E1
1.432459492E1,6.837780762E0,-1.833147949E1,-1.238255035E1
1.433455692E1,4.307292938E0,-1.915491714E1,1.648521881E0
1.434451892E1,4.447251892E-1,-1.852442825E1,2.491119690E0
1.435447992E1,1.133442993E0,-1.744726822E1,-1.090931396E0
1.436444192E1,2.653831329E0,-1.788600586E1,-7.517068176E0
1.437440392E1,4.903203735E0,-1.717034409E1,-1.428733932E1
1.438436592E1,6.428082733E0,-1.878922760E1,-1.598376160E1
1.439432692E1,6.023324432E0,-2.129456772E1,-1.831441498E1
1.440428892E1,5.075196075E0,-2.137090897E1,-1.557600952E1
1.441425092E1,4.218078461E0,-1.886377258E1,-7.012766876E0
1.442421292E1,2.423610077E0,-1.546164734E1,-5.172194366E0
1.443417392E1,-6.316864014E-2,-1.319206696E1,-1.007644592E1
1.444413592E1,8.913963318E-1,-1.052401520E1,-8.015381927E0
1.445409792E1,6.704557800E-1,-1.022763153E1,-2.391427002E0
1.446405992E1,-6.481521606E-2,-1.211430817E1,-4.001778259E0
1.447402092E1,1.122815094E0,-1.508143799E1,-8.623417511E0
1.448398292E1,2.489024048E0,-1.800545746E1,-8.841663666E0
1.449394492E1,2.962190094E0,-1.968376740E1,-7.028783569E0
1.450390692E1,3.802692261E0,-1.997640884E1,-6.894213409E0
1.451386792E1,5.108576660E0,-1.864103577E1,-8.002808075E0
1.452382992E1,5.739963684E0,-1.675944855E1,-8.784033508E0
1.453379192E1,5.388644257E0,-1.552182220E1,-8.215366058E0
1.454375392E1,3.785478058E0,-1.551568497E1,-7.854017487E0
1.455371492E1,1.838027802E0,-1.652937698E1,-8.004754028E0
1.456367692E1,4.715194702E-1,-1.758423340E1,-8.330776062E0
1.457363892E1,-2.279759216E-1,-1.818972427E1,-8.059839478E0
1.458360092E1,-4.041595459E-2,-1.850092712E1,-7.608078918E0
1.459356192E1,6.680607605E-1,-1.851080658E1,-7.354506226E0
1.460352392E1,1.292861481E0,-1.802237228E1,-6.444548492E0
1.461348592E1,1.706002350E0,-1.704265961E1,-5.886359253E0
1.462344792E1,2.000440063E0,-1.573363174E1,-5.827830963E0
1.463340892E1,2.404150543E0,-1.412642395E1,-5.431754608E0
1.464337092E1,2.749632111E0,-1.238599319E1,-5.239853668E0
1.465333292E1,2.701731720E0,-1.072384964E1,-4.791086884E0
1.466329392E1,2.470312958E0,-9.269324341E0,-4.212689667E0
1.467325592E1,2.381846924E0,-7.644453278E0,-3.782933350E0
1.468321792E1,2.275118866E0,-5.818400574E0,-3.430416412E0
1.469317992E1,1.994003448E0,-3.854035492E0,-3.072211304E0
1.470314092E1,1.723515930E0,-2.063009949E0,-2.699187012E0
1.471310292E1,1.413061523E0,-9.669891357E-1,-2.194885712E0
1.472306492E1,1.036594391E0,-5.011578369E-1,-1.562750244E0
1.473302692E1,6.397695923E-1,-2.504292297E-1,-8.105644226E-1
1.474298892E1,4.243675232E-1,-1.389111328E-1,6.706054688E-2
1.475294992E1,3.218307495E-1,-7.933502197E-3,9.337582397E-1
1.476291192E1,2.249821472E-1,1.348695374E-1,1.150208130E0
1.477287392E1,1.516346741E-1,2.950364685E-1,8.810678101E-1
1.478283592E1,3.323089600E-2,3.848497009E-1,6.381230164E-1
1.479279692E1,-7.005432129E-2,4.510121155E-1,4.802014160E-1
1.480275892E1,-2.573149109E-1,5.580395508E-1,-1.633103943E-1
1.481272092E1,-3.983216858E-1,1.134490814E0,-3.424728241E0
1.482268292E1,-4.492158508E-1,1.648970947E0,-5.794600067E0
1.483264392E1,-6.774911499E-1,1.581161957E0,-4.712649994E0
1.484260592E1,-1.079704742E0,1.168470154E0,-2.585573273E0
1.485256792E1,-1.147214355E0,3.143463135E-3,-3.487747192E-1
1.486252992E1,-7.720944214E-1,-1.084494781E0,1.432371368E0
1.487249092E1,-2.944377136E-1,-1.087787933E0,2.554887085E0
1.488245292E1,-2.137554932E-1,-8.449928284E-1,2.208208008E0
1.489241492E1,-1.886077881E-1,-6.643185425E-1,1.493294678E0
1.490237692E1,-2.874023438E-2,-3.888912964E-1,1.138233032E0
1.491233792E1,3.367996216E-2,-2.097138977E-1,8.711883545E-1
1.492229992E1,2.709365845E-2,-1.529818726E-1,6.580316162E-1
1.493226192E1,-9.819580078E-2,-2.068698120E-1,3.894900513E-1
1.494222392E1,-1.694476318E-1,-2.414479065E-1,2.579136658E-1
1.495218492E1,-1.706451416E-2,-1.901046753E-1,2.192939758E-1
1.496214692E1,1.231938171E-1,-2.215393066E-1,-4.266128540E-1
1.497210892E1,-1.525328064E-1,-1.225202179E0,-7.814948730E0
1.498207092E1,3.998185730E-1,-2.832859039E0,-9.413324890E0
1.499203192E1,1.159039764E0,-3.835174713E0,-5.716761932E0
1.500199392E1,1.780846710E0,-5.101391602E0,-5.669160919E0
1.501195592E1,1.612446899E0,-6.301895142E0,-1.115330658E0
