"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.992851375E0,6.680008850E0,-4.495900726E0,-3.124153290E0
2.002813375E0,5.266498260E0,-1.851499786E0,-2.589465179E0
2.012775375E0,2.890938263E0,2.516267395E-1,-1.567989349E0
2.022737375E0,2.293231201E-1,1.416654053E0,-5.054988098E-1
2.032698375E0,-1.447938995E0,1.677411804E0,8.626560974E-1
2.042660375E0,-2.384840698E0,1.392254791E0,1.674717407E0
2.052622375E0,-3.290607147E0,1.178948364E0,9.958790588E-1
2.062584375E0,-3.219355316E0,9.373507690E-1,1.031355286E-1
2.072546375E0,-1.351539459E0,9.310638428E-1,-3.128494263E-2
2.082507375E0,7.720944214E-1,8.722361755E-1,1.062789917E-2
2.092469375E0,2.110461273E0,7.081773376E-1,-2.190395050E0
2.102431375E0,3.451522522E0,-7.572752380E-1,-8.711135101E0
2.112393375E0,4.182602234E0,-4.472848663E0,-1.548904037E1
2.122355375E0,3.764671326E0,-7.786657562E0,-1.202718933E1
2.132317375E0,5.945486298E0,-1.055140823E1,-6.111640778E0
2.142278375E0,1.026909531E1,-1.003049149E1,2.875520325E0
2.152240375E0,1.155731644E1,-6.555916901E0,8.598868561E0
2.162202375E0,1.066966232E1,-5.812413025E0,4.288731537E0
2.172164375E0,9.937385101E0,-8.048912201E0,-1.922302551E0
2.182126375E0,8.068222046E0,-8.731792145E0,1.076710968E0
2.192088375E0,7.650141449E0,-9.156758423E0,3.643124084E0
2.202049375E0,8.455466766E0,-1.198048645E1,2.695594482E0
2.212011375E0,9.611961823E0,-1.314251999E1,3.481011200E0
2.221973375E0,9.494905243E0,-1.284299286E1,3.713028717E0
2.231935375E0,7.990084534E0,-1.258597733E1,3.670367432E0
2.241897375E0,6.941814423E0,-1.222462875E1,3.516936493E0
2.251858375E0,6.498885498E0,-1.223600510E1,3.158881073E0
2.261820375E0,6.270460510E0,-1.249077530E1,4.222718811E-1
2.271782375E0,6.445147247E0,-1.244272522E1,-1.056996964E1
2.281744375E0,7.738906860E0,-1.351928650E1,-6.069428558E0
2.291706375E0,8.578061829E0,-1.355820557E1,-1.681004333E-1
2.301667375E0,9.601483612E0,-1.370026016E1,-4.039799194E0
2.311629375E0,9.932445374E0,-1.399110535E1,-6.881938934E0
2.321591375E0,9.271120605E0,-1.433449127E1,-4.565955048E0
2.331553375E0,9.105415192E0,-1.342393478E1,-3.608695679E0
2.341515375E0,8.139922943E0,-1.219289474E1,-5.188660126E0
2.351477375E0,4.484823761E0,-1.220232513E1,-7.762407990E0
2.361438375E0,1.512454834E0,-1.153216873E1,-9.584269409E0
2.371400375E0,5.971083069E-1,-1.106289459E1,-1.016012192E1
2.381362375E0,1.271605682E0,-1.100990479E1,-9.108558655E0
2.391324375E0,2.195185089E0,-1.030097900E1,-6.425238647E0
2.401286375E0,2.544558563E0,-9.019793243E0,-4.662504272E0
2.411247375E0,1.872456207E0,-6.736142120E0,-4.240980835E0
2.421209375E0,4.947212219E-1,-4.628524933E0,-3.099604340E0
2.431171375E0,-1.120569763E0,-2.935695190E0,-2.641407166E0
2.441133375E0,-2.690954132E0,-1.400487671E0,-4.723876648E0
2.451095375E0,-3.419339447E0,-1.149609375E-1,-5.856720886E0
2.461057375E0,-2.804118805E0,7.479945374E-1,-4.440964966E0
