"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.383749998E-3,2.042382210E-2,-6.496965885E-2,1.202518400E-2
1.234575000E-2,-2.711570822E-3,-6.361635774E-2,1.229882147E-2
2.230775000E-2,-2.305971831E-2,-6.249996275E-2,1.310043316E-2
3.226875000E-2,-3.868919611E-2,-5.960808322E-2,1.674252748E-2
4.223075000E-2,-4.926327616E-2,-5.746503547E-2,2.310322225E-2
5.219175000E-2,-5.529386550E-2,-6.331841648E-2,2.950172685E-2
6.215375000E-2,-5.311326683E-2,-7.984519750E-2,3.254225850E-2
7.211475000E-2,-4.268350452E-2,-9.888980538E-2,3.488762304E-2
8.207675000E-2,-3.015386872E-2,-1.198701859E-1,3.780351952E-2
9.203875000E-2,-1.686127670E-2,-1.304680407E-1,3.766151890E-2
1.019997500E-1,-6.843529642E-3,-1.301167607E-1,3.859788924E-2
1.119617500E-1,3.163702786E-6,-1.134605035E-1,3.446442261E-2
1.219227500E-1,2.894291189E-3,-7.799492031E-2,2.900068276E-2
1.318847500E-1,5.505291745E-3,-2.831349894E-2,2.610413358E-2
1.418457500E-1,8.092552423E-3,2.480830997E-2,2.455630340E-2
1.518077500E-1,9.484679438E-3,8.274607360E-2,2.415804937E-2
1.617697500E-1,9.210374206E-3,1.369416714E-1,2.427709289E-2
1.717307500E-1,3.824212356E-3,1.780283302E-1,2.217315324E-2
1.816927500E-1,-2.027551644E-3,2.068557143E-1,1.803992689E-2
1.916537500E-1,3.532999195E-3,2.220697701E-1,1.214469224E-2
2.016157500E-1,1.687623560E-2,2.304283679E-1,9.728938341E-3
2.115767500E-1,3.686987236E-2,2.422767133E-1,1.539662853E-2
2.215387500E-1,5.621347576E-2,2.566247880E-1,1.763501577E-2
2.315007500E-1,6.294944137E-2,2.763916254E-1,1.548111439E-2
2.414617500E-1,5.491761118E-2,2.950580120E-1,1.760285534E-2
2.514237500E-1,3.250949085E-2,2.998137176E-1,1.532012783E-2
2.613847500E-1,8.351955563E-3,2.815108895E-1,1.398082450E-2
2.713467500E-1,-5.529447924E-3,2.456242889E-1,1.274089329E-2
2.813077500E-1,-5.032501649E-3,2.064931393E-1,1.318670623E-2
2.912697500E-1,5.333644338E-3,1.717181355E-1,1.575802639E-2
3.012307500E-1,1.392340381E-2,1.374214143E-1,2.200473659E-2
3.111927500E-1,1.164203510E-2,1.079779118E-1,2.720415033E-2
3.211547500E-1,-6.697557401E-3,8.304700255E-2,3.306203708E-2
3.311157500E-1,-4.440153763E-2,7.305353880E-2,4.306227714E-2
3.410777500E-1,-1.032640561E-1,8.689532429E-2,5.009754747E-2
3.510387500E-1,-1.804244369E-1,1.298231333E-1,6.026474386E-2
3.610007500E-1,-2.723631561E-1,2.035849839E-1,7.396271825E-2
3.709617500E-1,-3.892297745E-1,3.123431802E-1,1.035874709E-1
3.809237500E-1,-5.379539728E-1,4.325960875E-1,1.476617157E-1
3.908857500E-1,-7.273356915E-1,5.231367350E-1,2.057235241E-1
4.008467500E-1,-9.465556741E-1,5.242626667E-1,2.889344990E-1
4.108087500E-1,-1.182181478E0,4.070145488E-1,3.931143582E-1
4.207697500E-1,-1.394555449E0,1.827939451E-1,4.980514348E-1
4.307317500E-1,-1.518410325E0,-1.043669730E-1,5.638714433E-1
4.406927500E-1,-1.575807452E0,-4.171355367E-1,5.955314040E-1
4.506547500E-1,-1.611914277E0,-7.802807689E-1,6.064639091E-1
4.606167500E-1,-1.577704191E0,-1.206074476E0,6.222354174E-1
4.705777500E-1,-1.560281515E0,-1.656427860E0,6.810783744E-1
4.805397500E-1,-1.676546097E0,-2.001372814E0,7.174379826E-1
4.905007500E-1,-1.907361507E0,-2.131322622E0,6.492013335E-1
