"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.702079042E0,-8.138575745E-1,-2.518916885E1,-9.864786072E0
1.712040042E0,-2.163301392E0,-2.403057816E1,-1.936223602E1
1.722002042E0,1.067729645E0,-1.930086365E1,-7.318730621E0
1.731964042E0,3.018922119E0,-1.409229492E1,7.750881958E-1
1.741925042E0,2.398462372E0,-1.427790894E1,-4.793481903E0
1.751887042E0,1.922601929E0,-1.690973602E1,-1.212014603E1
1.761848042E0,9.214837646E-1,-1.935505096E1,-7.832162933E0
1.771810042E0,-4.337979126E-1,-2.101045853E1,-4.843178558E0
1.781772042E0,-1.575623474E0,-2.202953934E1,-1.059377014E1
1.791733042E0,-2.696193237E0,-2.199975128E1,-1.355102051E1
1.801695042E0,-3.053350525E0,-2.104548569E1,-9.180558929E0
1.811656042E0,-2.809806976E0,-2.002775208E1,-7.134164429E0
1.821618042E0,-2.148781586E0,-1.960533051E1,-8.000113678E0
1.831579042E0,-1.438658295E0,-1.937945023E1,-7.446415100E0
1.841541042E0,-8.524772644E-1,-1.911914154E1,-6.294859772E0
1.851503042E0,-3.948788452E-1,-1.846380432E1,-5.454806671E0
1.861464042E0,1.341210938E-1,-1.738978775E1,-5.133724365E0
1.871426042E0,6.162684631E-1,-1.617177063E1,-4.528233490E0
1.881387042E0,9.804611206E-1,-1.493444366E1,-3.965254211E0
1.891349042E0,1.254690857E0,-1.371178619E1,-3.768563232E0
1.901310042E0,1.134640503E0,-1.255244705E1,-3.570674744E0
1.911272042E0,9.889933777E-1,-1.117336487E1,-3.273392944E0
1.921234042E0,9.169931030E-1,-9.568552094E0,-3.080144806E0
1.931195042E0,7.798782349E-1,-7.859256592E0,-2.882106628E0
1.941157042E0,6.207591248E-1,-6.280040588E0,-2.663112030E0
1.951118042E0,5.495072937E-1,-4.984335022E0,-2.435435486E0
1.961080042E0,5.415737915E-1,-3.971990204E0,-2.354753265E0
1.971042042E0,6.373745728E-1,-3.117267609E0,-2.560575256E0
1.981003042E0,6.924600220E-1,-2.430944824E0,-2.656376038E0
1.990965042E0,6.213578796E-1,-1.846110992E0,-2.597099304E0
2.000926042E0,4.064048767E-1,-1.342558136E0,-2.396366730E0
2.010888042E0,1.805245972E-1,-8.437953186E-1,-2.000440063E0
2.020849042E0,1.170565796E-1,-4.007167053E-1,-1.344055023E0
2.030811042E0,3.203338623E-2,-5.643264771E-2,-6.342311096E-1
2.040773042E0,-1.257385254E-2,2.266287231E-1,-3.861968994E-2
2.050734042E0,-7.619155884E-2,4.125421143E-1,4.113446045E-1
2.060696042E0,8.981323242E-4,5.096900940E-1,6.581813049E-1
2.070657042E0,-1.826202393E-2,4.752616882E-1,7.861651611E-1
2.080619042E0,-9.460327148E-2,4.231700134E-1,8.018824768E-1
2.090581042E0,-1.683998108E-1,4.204756165E-1,6.759942627E-1
2.100542042E0,-2.456391907E-1,3.941304016E-1,4.451742554E-1
2.110504042E0,-3.694317627E-1,3.638932800E-1,2.679428101E-2
2.120465042E0,-6.610253906E-1,3.709286499E-1,-8.310717773E-1
2.130427042E0,-9.484277344E-1,3.998185730E-1,-1.663640442E0
2.140388042E0,-7.170089722E-1,3.972738647E-1,-1.458267517E0
2.150350042E0,-3.249742126E-1,3.873944092E-1,-6.412664795E-1
2.160312042E0,-8.427474976E-2,3.468287659E-1,3.061134338E-1
2.170273042E0,-1.296304321E-1,2.565664673E-1,1.055604858E0
2.180235042E0,-2.757266235E-1,-4.565505981E-2,1.305135956E0
2.190196042E0,-2.234852600E-1,-5.864804077E-1,9.050180054E-1
2.200158042E0,-2.996768188E-1,-9.470805359E-1,1.466949463E-2
2.210120042E0,-5.355862427E-1,-2.131567383E0,-2.211201782E0
2.220081042E0,-4.971162415E-1,-6.322103119E0,-7.316036224E0
